"Sign","Id","Cisi","Site","Region","Type","Complete","Direction","Position","TextLength","PositionClass","PreviousSign","NextSign","ReadingOrderText","SourceText","ArtifactReviewStatus","ReviewQuestion"
"706","1293.1","H-268","Harappa","Inter-Riverine","SEAL:S","Y","R/L","6","10","Medial","803","033","920-455-220-002-803-706-033-017-585-740","+740-585-017-033-706-803-002-220-455-920+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1401.1","H-388","Harappa","Inter-Riverine","SEAL:S","Y","R/L","5","7","Medial","231","033","817-002-806-231-706-033-520","+520-033-706-231-806-002-817+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1446.1","H-456","Harappa","Inter-Riverine","SEAL:S","Y","R/L","4","6","Medial","002","033","808-817-002-706-033-520","+520-033-706-002-817-808+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1510.1","H-550","Harappa","Inter-Riverine","SEAL:S","Y","R/L","2","4","Medial","031","033","031-706-033-520","+520-033-706-031+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","322.1","H-1027","Harappa","Inter-Riverine","SEAL:S","Y","R/L","4","6","Medial","231","033","803-415-231-706-033-520","+520-033-706-231-415-803+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1211.1","H-177","Harappa","Inter-Riverine","TAB:B","Y","R/L","4","7","Medial","031","151","817-002-031-706-151-033-700","+700-033-151-706-031-002-817+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1227.2","H-196","Harappa","Inter-Riverine","TAB:B","Y","R/L","1","2","Initial","","167","706-167","+167-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1010.1","H-2051","Harappa","Inter-Riverine","TAB:I","Y","-","1","2","Initial","","167","706-167","+167-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1035.1","H-2052","Harappa","Inter-Riverine","TAB:I","Y","-","1","2","Initial","","167","706-167","+167-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1319.1","H-297","Harappa","Inter-Riverine","TAB:I","Y","R/L","1","5","Initial","","630","706-630-336-151-400","+400-151-336-630-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1321.1","H-299","Harappa","Inter-Riverine","TAB:I","Y","R/L","2","3","Medial","590","868","590-706-868","+868-706-590+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1779.1","H-1181","Harappa","Inter-Riverine","TAB:I","Y","R/L","2","3","Medial","590","868","590-706-868","+868-706-590+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","390.1","H-2063","Harappa","Inter-Riverine","TAB:I","Y","R/L","2","3","Medial","590","868","590-706-868","+868-706-590+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","4052.2","H-897","Harappa","Inter-Riverine","TAB:I","Y","R/L","2","3","Medial","590","868","590-706-868","+868-706-590+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","671.1","H-2066","Harappa","Inter-Riverine","TAB:I","Y","L/R","2","3","Medial","590","868","590-706-868","+868-706-590+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","808.1","H-2050","Harappa","Inter-Riverine","TAB:I","Y","-","2","2","Terminal","167","","167-706","+706-167+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1968.1","Krs-1","Khirsara","Gujarat/Kutch","SEAL:R","Y","R/L","1","10","Initial","","346","706-346-413-060-033-813-306-480-001-215","+215-001-480-306-813-033-060-413-346-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","5244.1","-","Lakhanjo-daro","Lower Indus","TAG","Y","R/L","1","2","Initial","","740","706-740","+740-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","5245.1","-","Lakhanjo-daro","Lower Indus","TAG","Y","R/L","1","2","Initial","","740","706-740","+740-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3827.1","M-1633","Mohenjo-daro","Lower Indus","BNGL","Y","-","2","3","Medial","500","064","500-706-064","+064-706-500+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2163.1","-","Mohenjo-daro","Lower Indus","SEAL","Y","NR","1","1","Initial","","","706","+706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2890.1","M-394","Mohenjo-daro","Lower Indus","SEAL:R","Y","R/L","1","5","Initial","","033","706-033-001-752-740","+740-752-001-033-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2895.1","M-399","Mohenjo-daro","Lower Indus","SEAL:R","Y","R/L","2","5","Medial","235","033","235-706-033-055-740","+740-055-033-706-235+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3576.1","M-1269","Mohenjo-daro","Lower Indus","SEAL:R","Y","R/L","3","5","Medial","240","033","235-240-706-033-520","+520-033-706-240-235+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3577.1","M-1270","Mohenjo-daro","Lower Indus","SEAL:R","Y","R/L","1","4","Initial","","717","706-717-388-154","+154-388-717-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3595.1","M-1290","Mohenjo-daro","Lower Indus","SEAL:R","Y","R/L","1","3","Initial","","820","706-820-595","+595-820-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3628.1","M-1323","Mohenjo-daro","Lower Indus","SEAL:R","Y","R/L","2","7","Medial","806","033","806-706-033-590-405-798-740","+740-798-405-590-033-706-806+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","4005.1","M-1958","Mohenjo-daro","Lower Indus","SEAL:R","Y","R/L","2","6","Medial","235","033","235-706-033-850-903-740","+740-903-850-033-706-235+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2221.1","M-1892","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","7","9","Medial","821","501","391-595-850-480-001-821-706-501-368","+368-501-706/821-001-480-850-595-391+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2359.1","M-1693","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","4","7","Medial","235","033","817-002-235-706-033-555-527","+527-555-033-706-235-002-817+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2537.1","M-8","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","3","3","Terminal","140","","632-140-706","+706-140-632+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2539.1","M-10","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","6","11","Medial","235","033","455-267-002-806-235-706-033-032-070-061-405","+405-061-070-032-033-706-235-806-002-267-455+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2553.1","M-25","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","2","4","Medial","595","243","595-706-243-617","+617-243-706-595+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2592.1","M-64","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","4","6","Medial","060","033","004-220-060-706-033-520","+520-033-706-060-220-004+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2593.1","M-65","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","2","6","Medial","575","001","575-706-001-031-220-520","+520-220-031-001-706-575+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2759.1","M-236","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","4","6","Medial","240","033","803-233-240-706-033-520","+520-033-706-240-233-803+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2781.1","M-258","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","4","7","Medial","717","892","861-002-717-706-892-575-384","+384-575/892-706-717-002-861+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2832.1","M-314","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","8","17","Medial","466","760","820-002-235-240-231-520-466-706-760-740-033-809-308-125-390-817-953","+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3081.1","M-631","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","6","8","Medial","240","033","263-368-032-220-240-706-033-520","+520-033-706-240-220-032-368-263+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3103.1","M-664","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","1","5","Initial","","500","706-500-820-062-151","+151-062-820-500-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3113.1","M-674","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","3","5","Medial","220","033","415-220-706-033-520","+520-033-706-220-415+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3114.1","M-675","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","5","9","Medial","233","033","032-168-235-233-706-033-807-388-740","+740-388-807-033-706-233-235-168-032+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3115.1","M-677","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","6","11","Medial","231","033","901-861-002-242-231-706-033-032-070-923-740","+740-923-070-032-033-706-231-242-002-861-901+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3176.1","M-753","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","2","4","Medial","806","033","806-706-033-520","+520-033-706-806+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3195.1","M-781","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","3","5","Medial","002","033","861-002-706-033-520","+520-033-706-002-861+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3210.1","M-796","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","1","3","Initial","","140","706-140-368","+368-140-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3297.1","M-892","Mohenjo-daro","Lower Indus","SEAL:S","Y","BUS","2","7","Medial","032","742","032-706-742-350-463-798-740","+740-798-463-350-742-706-032+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3453.1","M-1079","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","3","6","Medial","233","033","803-233-706-033-760-740","+740-760-033-706-233-803+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3465.1","M-1091","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","3","6","Medial","794","590","732-794-706-590-156-241","+241-156-590-706-794-732+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3474.1","M-1103","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","2","6","Medial","635","760","635-706-760-595-820-001","+001-820-595-760-706-635+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3553.1","M-1203","Mohenjo-daro","Lower Indus","SEAL:S","Y","NR","1","1","Initial","","","706","+706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3553.2","M-1203","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","2","4","Medial","140","420","140-706-420-595","+595-420-706-140+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2934.1","M-449","Mohenjo-daro","Lower Indus","TAB:B","Y","R/L","1","2","Initial","","167","706-167","+167-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2934.2","M-449","Mohenjo-daro","Lower Indus","TAB:B","Y","R/L","1","2","Initial","","167","706-167","+167-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2989.1","M-513","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","2","2","Terminal","005","","005-706","+706-005+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2990.1","M-514","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","2","2","Terminal","005","","005-706","+706-005+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2991.1","M-515","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","2","2","Terminal","005","","005-706","+706-005+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3001.1","M-527","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","1","5","Initial","","033","706-033-923-740-001","+001-740-923-033-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3002.1","M-528","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","1","5","Initial","","033","706-033-923-740-001","+001-740-923-033-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3003.1","M-529","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","1","5","Initial","","033","706-033-923-740-001","+001-740-923-033-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3004.1","M-530","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","1","5","Initial","","033","706-033-923-740-001","+001-740-923-033-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3747.1","M-1482","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","1","4","Initial","","033","706-033-923-740","+740-923-033-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3748.1","M-1483","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","1","4","Initial","","033","706-033-923-740","+740-923-033-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3749.1","M-1484","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","1","4","Initial","","033","706-033-923-740","+740-923-033-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3750.1","M-1485","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","1","4","Initial","","033","706-033-923-740","+740-923-033-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3751.1","M-1486","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","1","4","Initial","","033","706-033-923-740","+740-923-033-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3752.1","M-1488","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","1","4","Initial","","033","706-033-923-740","+740-923-033-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","4023.1","M-2042","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","1","4","Initial","","033","706-033-923-740","+740-923-033-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
