TextId,CISI,Region,Site,Type,Symbol,Material,Complete,Direction,RawText,ReadingTokens,StructuralParse,StructuralTemplate,SemanticFrame,SemanticOptions,SlotFillers,NameLikeBlocks,CrossFrameReuse,MinimalPairEvidence,ReconstructionConfidence,PhoneticReadiness,NextTest
1243.1,H-212,Inter-Riverine,Harappa,TAB:B,,Faience,Y,R/L,+400-156-118+,118-156-400,118:SIGN | NAME_LIKE_BLOCK[156-400],SIGN NAME_LIKE_BLOCK,NameLikeTerminalFormula,name/title/place block + title/suffix/formula final,,156-400@2-3,,,0.34,Low,needs broader context before phonetic testing
1300.1,H-278,Inter-Riverine,Harappa,TAB:B,Gavi,Steatite,Y,R/L,+740-407-590-690-436-255-920-318-220-415-803+,803-415-220-318-920-255-436-690-590-407-740,NAME_LIKE_BLOCK[803-415-220] | 318:SIGN | 920:LEADING_FORMULA_MARKER | 255:SIGN | 436:SIGN | 690:SIGN | 590:SLOT_FINAL_MODIFIER | 407:SIGN | 740:TERMINAL_TITLE_OR_SUFFIX,NAME_LIKE_BLOCK SIGN LEADING_FORMULA_MARKER SIGN SIGN SIGN SLOT_FINAL_MODIFIER SIGN TERMINAL_TITLE_OR_SUFFIX,NameLikeTerminalFormula,name/title/place block + title/suffix/formula final,,803-415-220@1-3,,,0.34,Low,needs broader context before phonetic testing
1301.1,H-279,Inter-Riverine,Harappa,TAB:B,Gavi,Clay,Y,R/L,+740-407-590-690-436-255-920-318-220-415-803+,803-415-220-318-920-255-436-690-590-407-740,NAME_LIKE_BLOCK[803-415-220] | 318:SIGN | 920:LEADING_FORMULA_MARKER | 255:SIGN | 436:SIGN | 690:SIGN | 590:SLOT_FINAL_MODIFIER | 407:SIGN | 740:TERMINAL_TITLE_OR_SUFFIX,NAME_LIKE_BLOCK SIGN LEADING_FORMULA_MARKER SIGN SIGN SIGN SLOT_FINAL_MODIFIER SIGN TERMINAL_TITLE_OR_SUFFIX,NameLikeTerminalFormula,name/title/place block + title/suffix/formula final,,803-415-220@1-3,,,0.34,Low,needs broader context before phonetic testing
1302.1,H-280,Inter-Riverine,Harappa,TAB:B,Gavi,Clay,Y,R/L,+740-407-590-690-436-255-920-318-220-415-803+,803-415-220-318-920-255-436-690-590-407-740,NAME_LIKE_BLOCK[803-415-220] | 318:SIGN | 920:LEADING_FORMULA_MARKER | 255:SIGN | 436:SIGN | 690:SIGN | 590:SLOT_FINAL_MODIFIER | 407:SIGN | 740:TERMINAL_TITLE_OR_SUFFIX,NAME_LIKE_BLOCK SIGN LEADING_FORMULA_MARKER SIGN SIGN SIGN SLOT_FINAL_MODIFIER SIGN TERMINAL_TITLE_OR_SUFFIX,NameLikeTerminalFormula,name/title/place block + title/suffix/formula final,,803-415-220@1-3,,,0.34,Low,needs broader context before phonetic testing
1303.1,H-281,Inter-Riverine,Harappa,TAB:B,Gavi,Clay,Y,R/L,+740-407-590-690-436-255-920-318-220-415-803+,803-415-220-318-920-255-436-690-590-407-740,NAME_LIKE_BLOCK[803-415-220] | 318:SIGN | 920:LEADING_FORMULA_MARKER | 255:SIGN | 436:SIGN | 690:SIGN | 590:SLOT_FINAL_MODIFIER | 407:SIGN | 740:TERMINAL_TITLE_OR_SUFFIX,NAME_LIKE_BLOCK SIGN LEADING_FORMULA_MARKER SIGN SIGN SIGN SLOT_FINAL_MODIFIER SIGN TERMINAL_TITLE_OR_SUFFIX,NameLikeTerminalFormula,name/title/place block + title/suffix/formula final,,803-415-220@1-3,,,0.34,Low,needs broader context before phonetic testing
1304.1,H-282,Inter-Riverine,Harappa,TAB:B,Gavi,-,Y,R/L,+740-407-590-690-436-255-920-318-220-415-803+,803-415-220-318-920-255-436-690-590-407-740,NAME_LIKE_BLOCK[803-415-220] | 318:SIGN | 920:LEADING_FORMULA_MARKER | 255:SIGN | 436:SIGN | 690:SIGN | 590:SLOT_FINAL_MODIFIER | 407:SIGN | 740:TERMINAL_TITLE_OR_SUFFIX,NAME_LIKE_BLOCK SIGN LEADING_FORMULA_MARKER SIGN SIGN SIGN SLOT_FINAL_MODIFIER SIGN TERMINAL_TITLE_OR_SUFFIX,NameLikeTerminalFormula,name/title/place block + title/suffix/formula final,,803-415-220@1-3,,,0.34,Low,needs broader context before phonetic testing
1305.1,H-283,Inter-Riverine,Harappa,TAB:B,Gavi,-,Y,R/L,+740-407-590-690-436-255-920-318-220-415-803+,803-415-220-318-920-255-436-690-590-407-740,NAME_LIKE_BLOCK[803-415-220] | 318:SIGN | 920:LEADING_FORMULA_MARKER | 255:SIGN | 436:SIGN | 690:SIGN | 590:SLOT_FINAL_MODIFIER | 407:SIGN | 740:TERMINAL_TITLE_OR_SUFFIX,NAME_LIKE_BLOCK SIGN LEADING_FORMULA_MARKER SIGN SIGN SIGN SLOT_FINAL_MODIFIER SIGN TERMINAL_TITLE_OR_SUFFIX,NameLikeTerminalFormula,name/title/place block + title/suffix/formula final,,803-415-220@1-3,,,0.34,Low,needs broader context before phonetic testing
1306.1,H-284,Inter-Riverine,Harappa,TAB:B,Gavi,Clay,Y,R/L,+740-407-590-690-436-255-920-318-220-415-803+,803-415-220-318-920-255-436-690-590-407-740,NAME_LIKE_BLOCK[803-415-220] | 318:SIGN | 920:LEADING_FORMULA_MARKER | 255:SIGN | 436:SIGN | 690:SIGN | 590:SLOT_FINAL_MODIFIER | 407:SIGN | 740:TERMINAL_TITLE_OR_SUFFIX,NAME_LIKE_BLOCK SIGN LEADING_FORMULA_MARKER SIGN SIGN SIGN SLOT_FINAL_MODIFIER SIGN TERMINAL_TITLE_OR_SUFFIX,NameLikeTerminalFormula,name/title/place block + title/suffix/formula final,,803-415-220@1-3,,,0.34,Low,needs broader context before phonetic testing
1454.1,H-466,Inter-Riverine,Harappa,SEAL:S,Bull1:L,Steatite,N,R/L,+740-390-590-233-231-741-000+,741-231-233-590-390-740,PRODUCTIVE_SLOT(<START>_390)[741-231-233-590] | 390:CLOSING_FORMULA_MARKER | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER TERMINAL_TITLE_OR_SUFFIX,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|390:741-231-233-590@1-4,,,,0.34,Low,compare all artifacts in frames <START>|390
1545.1,H-602,Inter-Riverine,Harappa,SEAL:S,Bull1,Steatite,Y,-,+832-904-001+,001-904-832,001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[904-832],SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,001|<END>:904-832@2-3,,,,0.34,Low,compare all artifacts in frames 001|<END>
1553.1,H-613,Inter-Riverine,Harappa,SEAL:S,,Steatite,Y,-,+233-645+,645-233,PRODUCTIVE_SLOT(<START>_233)[645] | 233:SLOT_INITIAL_MODIFIER,PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|233:645@1-1,,,,0.34,Low,compare all artifacts in frames <START>|233
1557.1,H-642,Inter-Riverine,Harappa,SEAL:R,,Steatite,Y,R/L,+001-304-354-125-812-033+,033-812-125-354-304-001,PRODUCTIVE_SLOT(<START>_001)[033-812-125-354-304] | 001:SLOT_INITIAL_MODIFIER,PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|001:033-812-125-354-304@1-5,,,,0.34,Low,compare all artifacts in frames <START>|001
1754.1,H-871,Inter-Riverine,Harappa,TAB:B,Gavi,Clay,Y,R/L,+740-407-590-690-436-255-920-318-220-415-803+,803-415-220-318-920-255-436-690-590-407-740,NAME_LIKE_BLOCK[803-415-220] | 318:SIGN | 920:LEADING_FORMULA_MARKER | 255:SIGN | 436:SIGN | 690:SIGN | 590:SLOT_FINAL_MODIFIER | 407:SIGN | 740:TERMINAL_TITLE_OR_SUFFIX,NAME_LIKE_BLOCK SIGN LEADING_FORMULA_MARKER SIGN SIGN SIGN SLOT_FINAL_MODIFIER SIGN TERMINAL_TITLE_OR_SUFFIX,NameLikeTerminalFormula,name/title/place block + title/suffix/formula final,,803-415-220@1-3,,,0.34,Low,needs broader context before phonetic testing
1755.1,H-872,Inter-Riverine,Harappa,TAB:B,Gavi,Clay,Y,R/L,+740-407-590-690-436-255-920-318-220-415-803+,803-415-220-318-920-255-436-690-590-407-740,NAME_LIKE_BLOCK[803-415-220] | 318:SIGN | 920:LEADING_FORMULA_MARKER | 255:SIGN | 436:SIGN | 690:SIGN | 590:SLOT_FINAL_MODIFIER | 407:SIGN | 740:TERMINAL_TITLE_OR_SUFFIX,NAME_LIKE_BLOCK SIGN LEADING_FORMULA_MARKER SIGN SIGN SIGN SLOT_FINAL_MODIFIER SIGN TERMINAL_TITLE_OR_SUFFIX,NameLikeTerminalFormula,name/title/place block + title/suffix/formula final,,803-415-220@1-3,,,0.34,Low,needs broader context before phonetic testing
1756.1,H-873,Inter-Riverine,Harappa,TAB:B,Gavi,Clay,Y,R/L,+740-407-590-690-436-255-920-318-220-415-803+,803-415-220-318-920-255-436-690-590-407-740,NAME_LIKE_BLOCK[803-415-220] | 318:SIGN | 920:LEADING_FORMULA_MARKER | 255:SIGN | 436:SIGN | 690:SIGN | 590:SLOT_FINAL_MODIFIER | 407:SIGN | 740:TERMINAL_TITLE_OR_SUFFIX,NAME_LIKE_BLOCK SIGN LEADING_FORMULA_MARKER SIGN SIGN SIGN SLOT_FINAL_MODIFIER SIGN TERMINAL_TITLE_OR_SUFFIX,NameLikeTerminalFormula,name/title/place block + title/suffix/formula final,,803-415-220@1-3,,,0.34,Low,needs broader context before phonetic testing
1968.1,Krs-1,Gujarat/Kutch,Khirsara,SEAL:R,,-,Y,R/L,+215-001-480-306-813-033-060-413-346-706+,706-346-413-060-033-813-306-480-001-215,706:SIGN | 346:SIGN | 413:SIGN | 060:SLOT_INITIAL_MODIFIER | 033:SLOT_FINAL_MODIFIER | 813:SIGN | 306:SIGN | 480:SIGN | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[215],SIGN SIGN SIGN SLOT_INITIAL_MODIFIER SLOT_FINAL_MODIFIER SIGN SIGN SIGN SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,001|<END>:215@10-10,,,,0.34,Low,compare all artifacts in frames 001|<END>
2004.1,L-27,Gujarat/Kutch,Lothal,SEAL:S,Bull1:I,Steatite,N,R/L,+390-016-140-000[,140-016-390,PRODUCTIVE_SLOT(<START>_390)[140-016] | 390:CLOSING_FORMULA_MARKER,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|390:140-016@1-2,,,,0.34,Low,compare all artifacts in frames <START>|390
2018.1,L-47,Gujarat/Kutch,Lothal,SEAL:S,Bull1,Steatite,Y,R/L,+409-190-002-798-055+,055-798-002-190-409,055:SIGN | 798:SLOT_INITIAL_MODIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[190-409],SIGN SLOT_INITIAL_MODIFIER SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:190-409@4-5,,,,0.34,Low,compare all artifacts in frames 002|<END>
2045.1,L-91,Gujarat/Kutch,Lothal,SEAL:R,-,-,Y,-,+416-002-824+,824-002-416,824:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[416],SIGN SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:416@3-3,,,,0.34,Low,compare all artifacts in frames 002|<END>
2196.1,M-1764,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Y,R/L,+679-060-550+,550-060-679,550:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[679],SIGN SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,060|<END>:679@3-3,,,,0.34,Low,compare all artifacts in frames 060|<END>
223.1,H-1042,Inter-Riverine,Harappa,SEAL:S,Bull1,Steatite,N,R/L,+740-923-000-220-002-817+,817-002-220-923-740,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[220-923] | 740:TERMINAL_TITLE_OR_SUFFIX,INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,002|740:220-923@3-4,,,,0.34,Low,compare all artifacts in frames 002|740
2257.1,M-656,Lower Indus,Mohenjo-daro,SEAL:S,Bull1,Steatite,N,R/L,]000-920-705-803-002-861+,861-002-803-705-920,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[803-705-920],INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,InitialClassifierFormula,classifier/title-led label,002|<END>:803-705-920@3-5,,,,0.34,Low,compare all artifacts in frames 002|<END>
2279.1,M-1694,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:II,Steatite,N,R/L,+740-388-220-235-000[,235-220-388-740,235:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(235_<END>)[220-388-740],LEADING_FORMULA_MARKER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,235|<END>:220-388-740@2-4,,,,0.34,Low,compare all artifacts in frames 235|<END>
2311.1,M-1832,Lower Indus,Mohenjo-daro,SEAL:S,Bull1,Faience,N,R/L,+527-554-031-002-000+,002-031-554-527,002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[031-554-527],SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,002|<END>:031-554-527@2-4,,,,0.34,Low,compare all artifacts in frames 002|<END>
2315.1,M-1783,Lower Indus,Mohenjo-daro,SEAL:S,Bull1,Steatite,N,R/L,+520-442/425-003-002-000-215+,215-002-003-425-442-520,215:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[003-425-442-520],SIGN SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,002|<END>:003-425-442-520@3-6,,,,0.34,Low,compare all artifacts in frames 002|<END>
2349.1,M-1793,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:L,Steatite,Y,R/L,+226-032-060-891+,891-060-032-226,891:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[032-226],SIGN SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,060|<END>:032-226@3-4,,,,0.34,Low,compare all artifacts in frames 060|<END>
2390.1,M-1707,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:I,Steatite,Y,R/L,+298-350-761-032-060-572+,572-060-032-761-350-298,572:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[032-761-350-298],SIGN SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,060|<END>:032-761-350-298@3-6,,,,0.34,Low,compare all artifacts in frames 060|<END>
2459.1,M-1882,Lower Indus,Mohenjo-daro,SEAL:S,Gaur,Steatite,N,R/L,+740-927-220-235-000[,235-220-927-740,235:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(235_<END>)[220-927-740],LEADING_FORMULA_MARKER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,235|<END>:220-927-740@2-4,,,,0.34,Low,compare all artifacts in frames 235|<END>
2533.1,M-4,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Y,R/L,+298-465-033-705-231-002-564-617-033+,033-617-564-002-231-705-033-465-298,033:SLOT_FINAL_MODIFIER | 617:SIGN | 564:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[231-705-033-465-298],SLOT_FINAL_MODIFIER SIGN SIGN SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:231-705-033-465-298@5-9,,,,0.34,Low,compare all artifacts in frames 002|<END>
2585.1,M-57,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Y,R/L,+226-032-231-798-002-693+,693-002-798-231-032-226,693:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[798-231-032-226],SIGN SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:798-231-032-226@3-6,,,,0.34,Low,compare all artifacts in frames 002|<END>
2591.1,M-63,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,Y,R/L,+526-555-060-550+,550-060-555-526,550:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[555-526],SIGN SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,060|<END>:555-526@3-4,,,,0.34,Low,compare all artifacts in frames 060|<END>
2693.1,M-168,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:U,Steatite,N,R/L,+031-277-705-000-060-920+,920-060-705-277-031,920:LEADING_FORMULA_MARKER | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[705-277-031],LEADING_FORMULA_MARKER SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,060|<END>:705-277-031@3-5,,,,0.34,Low,compare all artifacts in frames 060|<END>
2749.1,M-225,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Y,R/L,+241-002-880+,880-002-241,880:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[241],SIGN SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:241@3-3,,,,0.34,Low,compare all artifacts in frames 002|<END>
2779.1,M-256,Lower Indus,Mohenjo-daro,SEAL:S,Zebu,Steatite,Y,R/L,+930/804-220-060-550+,550-060-220-804-930,550:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[220-804-930],SIGN SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,060|<END>:220-804-930@3-5,,,,0.34,Low,compare all artifacts in frames 060|<END>
2815.1,M-295,Lower Indus,Mohenjo-daro,SEAL:S,Comp,Steatite,?,R/L,+621/090-740/002-861+,861-002-740-090-621,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[740-090-621],INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,002|<END>:740-090-621@3-5,,,,0.34,Low,compare all artifacts in frames 002|<END>
2830.1,M-311,Lower Indus,Mohenjo-daro,SEAL:S,Comp,Steatite,Y,R/L,+401-002-368-165+,165-368-002-401,165:SIGN | 368:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[401],SIGN SIGN SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:401@4-4,,,,0.34,Low,compare all artifacts in frames 002|<END>
2843.1,M-325,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:L,Steatite,Y,R/L,+241-803-002-850-493+,493-850-002-803-241,493:SIGN | 850:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[803-241],SIGN SIGN SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:803-241@4-5,,,,0.34,Low,compare all artifacts in frames 002|<END>
2843.2,M-325,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:L,Steatite,Y,R/L,+241-803-002-850-491+,491-850-002-803-241,491:SIGN | 850:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[803-241],SIGN SIGN SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:803-241@4-5,,,,0.34,Low,compare all artifacts in frames 002|<END>
2849.2,M-331,Lower Indus,Mohenjo-daro,SEAL:S,,Steatite,Y,-,+001-899+,899-001,PRODUCTIVE_SLOT(<START>_001)[899] | 001:SLOT_INITIAL_MODIFIER,PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|001:899@1-1,,,,0.34,Low,compare all artifacts in frames <START>|001
291.1,-,Inter-Riverine,Harappa,TAB:B,Gavi,Clay,Y,R/L,+740-407-590-690-436-255-920-318-220-415-803+,803-415-220-318-920-255-436-690-590-407-740,NAME_LIKE_BLOCK[803-415-220] | 318:SIGN | 920:LEADING_FORMULA_MARKER | 255:SIGN | 436:SIGN | 690:SIGN | 590:SLOT_FINAL_MODIFIER | 407:SIGN | 740:TERMINAL_TITLE_OR_SUFFIX,NAME_LIKE_BLOCK SIGN LEADING_FORMULA_MARKER SIGN SIGN SIGN SLOT_FINAL_MODIFIER SIGN TERMINAL_TITLE_OR_SUFFIX,NameLikeTerminalFormula,name/title/place block + title/suffix/formula final,,803-415-220@1-3,,,0.34,Low,needs broader context before phonetic testing
3085.1,M-636,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,N,R/L,+527-555-235-220-032-002-000-216+,216-002-032-220-235-555-527,216:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[032-220-235-555-527],SIGN SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,002|<END>:032-220-235-555-527@3-7,,,,0.34,Low,compare all artifacts in frames 002|<END>
3088.1,M-639,Lower Indus,Mohenjo-daro,SEAL:S,Bull1,-,Y,R/L,+226-415-002-190-751+,751-190-002-415-226,751:SIGN | 190:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[415-226],SIGN SIGN SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:415-226@4-5,,,,0.34,Low,compare all artifacts in frames 002|<END>
3090.1,M-646,Lower Indus,Mohenjo-daro,SEAL:S,Bull1,Paste,N,R/L,+740-760-440-000-002-817+,817-002-440-760-740,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[440-760] | 740:TERMINAL_TITLE_OR_SUFFIX,INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,002|740:440-760@3-4,,,,0.34,Low,compare all artifacts in frames 002|740
3099.1,M-658,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,N,R/L,]000-003-070-002-002-817+,817-002-002-070-003,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[002-070-003],INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,InitialClassifierFormula,classifier/title-led label,002|<END>:002-070-003@3-5,,,,0.34,Low,compare all artifacts in frames 002|<END>
3130.1,M-703,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,N,R/L,+000-000-233-235-002-817+,817-002-235-233,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[235-233],INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,InitialClassifierFormula,classifier/title-led label,002|<END>:235-233@3-4,,,,0.34,Low,compare all artifacts in frames 002|<END>
3138.1,M-713,Lower Indus,Mohenjo-daro,SEAL:S,Bull1,Steatite,Y,R/L,+226-803-717-002-764+,764-002-717-803-226,764:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[717-803-226],SIGN SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:717-803-226@3-5,,,,0.34,Low,compare all artifacts in frames 002|<END>
3143.1,M-719,Lower Indus,Mohenjo-daro,SEAL:S,Bull1,Steatite,N,R/L,]000-740-390-630-032+,032-630-390-740,PRODUCTIVE_SLOT(<START>_390)[032-630] | 390:CLOSING_FORMULA_MARKER | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER TERMINAL_TITLE_OR_SUFFIX,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|390:032-630@1-2,,,,0.34,Low,compare all artifacts in frames <START>|390
3144.1,M-720,Lower Indus,Mohenjo-daro,SEAL:S,Bull1,Steatite,N,R/L,+000-740-923-220-032-002-817+,817-002-032-220-923-740,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[032-220-923] | 740:TERMINAL_TITLE_OR_SUFFIX,INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,002|740:032-220-923@3-5,,,,0.34,Low,compare all artifacts in frames 002|740
3166.1,M-742,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Y,R/L,+090-850-032-060-573+,573-060-032-850-090,573:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[032-850-090],SIGN SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,060|<END>:032-850-090@3-5,,,,0.34,Low,compare all artifacts in frames 060|<END>
3168.1,M-745,Lower Indus,Mohenjo-daro,SEAL:S,Bull1,Steatite,Y,R/L,+307-350-617-741+,741-617-350-307,741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[617-350-307],SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,741|<END>:617-350-307@2-4,,,,0.34,Low,compare all artifacts in frames 741|<END>
3186.1,M-768,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,?,R/L,+520-920-320-220-415[,415-220-320-920-520,PRODUCTIVE_SLOT(<START>_520)[415-220-320-920] | 520:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT TERMINAL_TITLE_OR_SUFFIX,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|520:415-220-320-920@1-4,,,,0.34,Low,compare all artifacts in frames <START>|520
