TextId,CISI,Region,Site,Type,Complete,Direction,RawText,ReadingTokens,Length,RoleTemplate,AnchorTemplate,TitleMarkers,NameBlocks,SlotFillers,HasAnchor
2785.1,M-262,Lower Indus,Mohenjo-daro,SEAL:S,Y,NR,+145+,145,1,SIGN,SIGN,,,,N
2786.1,M-263,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+090-740-400-350-031-545+,545-031-350-400-740-090,6,SIGN LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX SIGN,SIGN LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX SIGN,031:LEADING_FORMULA_MARKER@2-2; 400:TERMINAL_TITLE_OR_SUFFIX@4-4; 740:TERMINAL_TITLE_OR_SUFFIX@5-5,,,Y
2787.1,M-264,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-519+,519-740,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
2788.1,M-265,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+090-740-035-171-061+,061-171-035-740-090,5,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,740:TERMINAL_TITLE_OR_SUFFIX@4-4,,,Y
2789.1,M-266,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+565-740-798-235-233-013-269-632+,632-269-013-233-235-798-740-565,8,SIGN SIGN SIGN SIGN LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,SIGN SIGN SIGN SIGN LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,235:LEADING_FORMULA_MARKER@5-5; 740:TERMINAL_TITLE_OR_SUFFIX@7-7,,,Y
2790.1,M-267,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-630-155-002-679+,679-002-155-630-740,5,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@5-5,,,Y
2791.1,M-268,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+215-001-480-090-820+,820-090-480-001-215,5,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN SIGN SLOT_FILLER,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN SIGN SIGN,820:INITIAL_TITLE_OR_CLASSIFIER@1-1,,001|<END>:215@5,Y
2792.1,M-269,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-615-495+,495-615-740,3,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
2793.1,M-272,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+002-818+,818-002,2,SIGN SIGN,SIGN SIGN,,,,N
2794.1,M-273,Lower Indus,Mohenjo-daro,SEAL:S,Y,NR,+386+,386,1,SIGN,SIGN,,,,N
2795.1,M-274,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-760-264-231-742-315-032+,032-315-742-231-264-760-740,7,SIGN SIGN SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@7-7,,,Y
2796.1,M-275,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+090-740-760-717-853+,853-717-760-740-090,5,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,740:TERMINAL_TITLE_OR_SUFFIX@4-4,,,Y
2797.1,M-276,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+520-033-705-176+,176-705-033-520,4,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN CROSS_SITE_NAME_ANCHOR[3],520:TERMINAL_TITLE_OR_SUFFIX@4-4,705-033-520:CROSS_SITE_NAME_ANCHOR@2-4,,Y
2798.1,M-277,Lower Indus,Mohenjo-daro,SEAL:S,N,R/L,+740-803-220-368-000+,368-220-803-740,4,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@4-4,,,Y
2799.1,M-278,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+621-390-004-002-817+,817-002-004-390-621,5,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN CLOSING_FORMULA_MARKER SIGN,INITIAL_TITLE_OR_CLASSIFIER CROSS_SITE_NAME_ANCHOR[3] SIGN,817-002:INITIAL_TITLE_OR_CLASSIFIER@1-2; 390:CLOSING_FORMULA_MARKER@4-4,002-004-390:CROSS_SITE_NAME_ANCHOR@2-4,,Y
2800.1,M-279,Lower Indus,Mohenjo-daro,SEAL:S,N,R/L,+520-220-415-002-700-000+,700-002-415-220-520,5,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,520:TERMINAL_TITLE_OR_SUFFIX@5-5,,,Y
2801.1,M-280,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-482-240-002-944-920-140+,140-920-944-002-240-482-740,7,LEADING_FORMULA_MARKER LEADING_FORMULA_MARKER SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,LEADING_FORMULA_MARKER LEADING_FORMULA_MARKER SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,140:LEADING_FORMULA_MARKER@1-1; 920:LEADING_FORMULA_MARKER@2-2; 740:TERMINAL_TITLE_OR_SUFFIX@7-7,,,Y
2802.1,M-281,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-460-510-250-853+,853-250-510-460-740,5,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN NAME_LIKE_BLOCK[3],740:TERMINAL_TITLE_OR_SUFFIX@5-5,510-460-740:NAME_LIKE_BLOCK@3-5,,Y
2803.1,M-282,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+156-142-368-817+,817-368-142-156,4,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,817:INITIAL_TITLE_OR_CLASSIFIER@1-1; 156:TERMINAL_TITLE_OR_SUFFIX@4-4,,,Y
2804.1,M-283,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+390-018+,018-390,2,SLOT_FILLER CLOSING_FORMULA_MARKER,SIGN CLOSING_FORMULA_MARKER,390:CLOSING_FORMULA_MARKER@2-2,,<START>|390:018@1,Y
2805.1,M-284,Lower Indus,Mohenjo-daro,SEAL:S,N,R/L,+740-760-335-000[,335-760-740,3,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
2806.1,M-285,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+504-350-240-002-861+,861-002-240-350-504,5,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN SIGN SIGN,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN SIGN SIGN,861:INITIAL_TITLE_OR_CLASSIFIER@1-1,,,Y
2807.1,M-286,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-255-705+,705-255-740,3,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
2808.1,M-288,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+820/090-740-176-741-065-123+,123-065-741-176-740-090-820,7,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN INITIAL_TITLE_OR_CLASSIFIER,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN INITIAL_TITLE_OR_CLASSIFIER,740:TERMINAL_TITLE_OR_SUFFIX@5-5; 820:INITIAL_TITLE_OR_CLASSIFIER@7-7,,,Y
2809.1,M-289,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-176-240-002-817+,817-002-240-176-740,5,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,817-002:INITIAL_TITLE_OR_CLASSIFIER@1-2; 740:TERMINAL_TITLE_OR_SUFFIX@5-5,,,Y
2810.1,M-290,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+400-345-279+,279-345-400,3,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,400:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
2811.1,M-291,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-890-692+,692-890-740,3,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
2812.1,M-292,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+390-003-060-920+,920-060-003-390,4,LEADING_FORMULA_MARKER SIGN LEADING_FORMULA_MARKER CLOSING_FORMULA_MARKER,LEADING_FORMULA_MARKER SIGN LEADING_FORMULA_MARKER CLOSING_FORMULA_MARKER,920:LEADING_FORMULA_MARKER@1-1; 003:LEADING_FORMULA_MARKER@3-3; 390:CLOSING_FORMULA_MARKER@4-4,,,Y
2813.1,M-293,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+151-416-741-849+,849-741-416-151,4,SLOT_FILLER SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,151:TERMINAL_TITLE_OR_SUFFIX@4-4,,<START>|741:849@1,Y
2814.1,M-294,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-220-003+,003-220-740,3,LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX,LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX,003:LEADING_FORMULA_MARKER@1-1; 740:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
2815.1,M-295,Lower Indus,Mohenjo-daro,SEAL:S,?,R/L,+621/090-740/002-861+,861-002-740-090-621,5,INITIAL_TITLE_OR_CLASSIFIER SIGN TERMINAL_TITLE_OR_SUFFIX SIGN SIGN,INITIAL_TITLE_OR_CLASSIFIER SIGN TERMINAL_TITLE_OR_SUFFIX SIGN SIGN,861:INITIAL_TITLE_OR_CLASSIFIER@1-1; 740:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
2816.1,M-296,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+621-520-220-060-880+,880-060-220-520-621,5,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,520:TERMINAL_TITLE_OR_SUFFIX@4-4,,,Y
2817.1,M-297,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+090-740-240-575-703-060+,060-703-575-240-740-090,6,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,740:TERMINAL_TITLE_OR_SUFFIX@5-5,,,Y
2818.1,M-299,Lower Indus,Mohenjo-daro,SEAL:S,N,R/L,]000-840-140+,140-840,2,LEADING_FORMULA_MARKER SIGN,LEADING_FORMULA_MARKER SIGN,140:LEADING_FORMULA_MARKER@1-1,,,Y
2819.1,M-300,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-390-590-001/060-820+,820-060-001-590-390-740,6,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN SIGN CLOSING_FORMULA_MARKER TERMINAL_TITLE_OR_SUFFIX,CROSS_SITE_NAME_ANCHOR[2] SIGN SIGN CLOSING_FORMULA_MARKER TERMINAL_TITLE_OR_SUFFIX,820:INITIAL_TITLE_OR_CLASSIFIER@1-1; 390:CLOSING_FORMULA_MARKER@5-5; 740:TERMINAL_TITLE_OR_SUFFIX@6-6,820-060:CROSS_SITE_NAME_ANCHOR@1-2,,Y
2820.1,M-301,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-176+,176-740,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
2821.1,M-302,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+520-231-235+,235-231-520,3,LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX,LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX,235:LEADING_FORMULA_MARKER@1-1; 520:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
2822.1,M-303,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+520-033-705-060-820+,820-060-705-033-520,5,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,CROSS_SITE_NAME_ANCHOR[2] CROSS_SITE_NAME_ANCHOR[3],820:INITIAL_TITLE_OR_CLASSIFIER@1-1; 520:TERMINAL_TITLE_OR_SUFFIX@5-5,820-060:CROSS_SITE_NAME_ANCHOR@1-2; 705-033-520:CROSS_SITE_NAME_ANCHOR@3-5,,Y
2823.1,M-304,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+090-740-220-742-534-550-090+,090-550-534-742-220-740-090,7,SIGN SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,SIGN SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,740:TERMINAL_TITLE_OR_SUFFIX@6-6,,,Y
2824.1,M-305,Lower Indus,Mohenjo-daro,SEAL:S,N,-,]000-220-241-002-000[,002-241-220,3,SIGN SIGN SIGN,SIGN SIGN SIGN,,,,N
2825.1,M-306,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+621-740-798-838-741-092-850+,850-092-741-838-798-740-621,7,SIGN SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,SIGN SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,740:TERMINAL_TITLE_OR_SUFFIX@6-6,,,Y
2826.1,M-307,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-904-032-060-550+,550-060-032-904-740,5,SIGN SIGN SIGN SLOT_FILLER TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@5-5,,032|740:904@4,Y
2827.1,M-308,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+520-220-002-727-317+,317-727-002-220-520,5,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,520:TERMINAL_TITLE_OR_SUFFIX@5-5,,,Y
2828.1,M-309,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+224-740-061-002-824+,824-002-061-740-224,5,SIGN SIGN SLOT_FILLER TERMINAL_TITLE_OR_SUFFIX SIGN,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,740:TERMINAL_TITLE_OR_SUFFIX@4-4,,002|740:061@3,Y
2829.1,M-310,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+621/740-482-001-550+,550-001-482-740-621,5,SLOT_FILLER SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,740:TERMINAL_TITLE_OR_SUFFIX@4-4,,<START>|001:550@1,Y
2830.1,M-311,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+401-002-368-165+,165-368-002-401,4,SIGN SIGN SIGN SLOT_FILLER,SIGN SIGN SIGN SIGN,,,002|<END>:401@4,Y
2831.1,M-313,Lower Indus,Mohenjo-daro,SEAL:S,N,R/L,+000-590-233+,233-590,2,SIGN SLOT_FILLER,SIGN SIGN,,,233|<END>:590@2,Y
2832.1,M-314,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+,820-002-235-240-231-520-466-706-760-740-033-809-308-125-390-817-953,17,INITIAL_TITLE_OR_CLASSIFIER SIGN LEADING_FORMULA_MARKER SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN SIGN SIGN SIGN CLOSING_FORMULA_MARKER INITIAL_TITLE_OR_CLASSIFIER SLOT_FILLER,INITIAL_TITLE_OR_CLASSIFIER SIGN LEADING_FORMULA_MARKER SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN SIGN SIGN SIGN CLOSING_FORMULA_MARKER INITIAL_TITLE_OR_CLASSIFIER SIGN,820:INITIAL_TITLE_OR_CLASSIFIER@1-1; 235:LEADING_FORMULA_MARKER@3-3; 520:TERMINAL_TITLE_OR_SUFFIX@6-6; 740:TERMINAL_TITLE_OR_SUFFIX@10-10; 390:CLOSING_FORMULA_MARKER@15-15; 817:INITIAL_TITLE_OR_CLASSIFIER@16-16,,817|<END>:953@17,Y
2833.1,M-315,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+390-034-002-374-228-741+,741-228-374-002-034-390,6,SIGN SIGN SIGN SIGN SIGN CLOSING_FORMULA_MARKER,SIGN SIGN SIGN SIGN SIGN CLOSING_FORMULA_MARKER,390:CLOSING_FORMULA_MARKER@6-6,,,Y
2834.1,M-316,Lower Indus,Mohenjo-daro,SEAL:S,Y,L/R,+367-390-710-002-861+,861-002-710-390-367,5,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN CLOSING_FORMULA_MARKER SIGN,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN CLOSING_FORMULA_MARKER SIGN,861:INITIAL_TITLE_OR_CLASSIFIER@1-1; 390:CLOSING_FORMULA_MARKER@4-4,,,Y
2835.1,M-317,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+255-060-692-401-920+,920-401-692-060-255,5,LEADING_FORMULA_MARKER SIGN SIGN SIGN SLOT_FILLER,LEADING_FORMULA_MARKER SIGN SIGN SIGN SIGN,920:LEADING_FORMULA_MARKER@1-1,,060|<END>:255@5,Y
2836.1,M-318,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+031-575+,575-031,2,SIGN LEADING_FORMULA_MARKER,SIGN LEADING_FORMULA_MARKER,031:LEADING_FORMULA_MARKER@2-2,,,Y
2836.2,M-318,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+390-003-002-031-575+,575-031-002-003-390,5,SIGN LEADING_FORMULA_MARKER SIGN LEADING_FORMULA_MARKER CLOSING_FORMULA_MARKER,SIGN LEADING_FORMULA_MARKER CROSS_SITE_NAME_ANCHOR[3],031:LEADING_FORMULA_MARKER@2-2; 003:LEADING_FORMULA_MARKER@4-4; 390:CLOSING_FORMULA_MARKER@5-5,002-003-390:CROSS_SITE_NAME_ANCHOR@3-5,,Y
2837.1,M-319,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-812-033-240-220-032+,032-220-240-033-812-740,6,SIGN SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@6-6,,,Y
2838.1,M-320,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-176-741-390-125+,125-390-741-176-740,5,SLOT_FILLER CLOSING_FORMULA_MARKER SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN CLOSING_FORMULA_MARKER SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,390:CLOSING_FORMULA_MARKER@2-2; 740:TERMINAL_TITLE_OR_SUFFIX@5-5,,<START>|390:125@1,Y
2839.1,M-321,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+617-831+,831-617,2,SIGN SIGN,SIGN SIGN,,,,N
2840.1,M-322,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-061-060-820+,820-060-061-740,4,INITIAL_TITLE_OR_CLASSIFIER SIGN SLOT_FILLER TERMINAL_TITLE_OR_SUFFIX,CROSS_SITE_NAME_ANCHOR[2] SIGN TERMINAL_TITLE_OR_SUFFIX,820:INITIAL_TITLE_OR_CLASSIFIER@1-1; 740:TERMINAL_TITLE_OR_SUFFIX@4-4,820-060:CROSS_SITE_NAME_ANCHOR@1-2,060|740:061@3,Y
2841.1,M-323,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+520-220-415-235+,235-415-220-520,4,LEADING_FORMULA_MARKER SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,LEADING_FORMULA_MARKER SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,235:LEADING_FORMULA_MARKER@1-1; 520:TERMINAL_TITLE_OR_SUFFIX@4-4,,,Y
2842.1,M-324,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-215+,215-740,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
2842.2,M-324,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-215+,215-740,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
2843.1,M-325,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+241-803-002-850-493+,493-850-002-803-241,5,SIGN SIGN SIGN SIGN SIGN,SIGN SIGN SIGN SIGN SIGN,,,,N
2843.2,M-325,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+241-803-002-850-491+,491-850-002-803-241,5,SIGN SIGN SIGN SIGN SIGN,SIGN SIGN SIGN SIGN SIGN,,,,N
2844.1,M-326,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-904-235-741-060-920+,920-060-741-235-904-740,6,LEADING_FORMULA_MARKER SIGN SIGN LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX,CROSS_SITE_NAME_ANCHOR[3] LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX,920:LEADING_FORMULA_MARKER@1-1; 235:LEADING_FORMULA_MARKER@4-4; 740:TERMINAL_TITLE_OR_SUFFIX@6-6,920-060-741:CROSS_SITE_NAME_ANCHOR@1-3,,Y
2844.2,M-326,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+820-003-645+,645-003-820,3,SIGN LEADING_FORMULA_MARKER INITIAL_TITLE_OR_CLASSIFIER,SIGN LEADING_FORMULA_MARKER INITIAL_TITLE_OR_CLASSIFIER,003:LEADING_FORMULA_MARKER@2-2; 820:INITIAL_TITLE_OR_CLASSIFIER@3-3,,,Y
2844.3,M-326,Lower Indus,Mohenjo-daro,SEAL:S,N,R/L,+000-000-171-031-032-171+,171-032-031-171,4,SIGN SIGN LEADING_FORMULA_MARKER SLOT_FILLER,SIGN SIGN LEADING_FORMULA_MARKER SIGN,031:LEADING_FORMULA_MARKER@3-3,,031|<END>:171@4,Y
2844.4,M-326,Lower Indus,Mohenjo-daro,SEAL:S,N,R/L,+390-111-000+,111-390,2,SLOT_FILLER CLOSING_FORMULA_MARKER,SIGN CLOSING_FORMULA_MARKER,390:CLOSING_FORMULA_MARKER@2-2,,<START>|390:111@1,Y
2844.5,M-326,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+461-840+,840-461,2,SIGN SIGN,SIGN SIGN,,,,N
2844.6,M-326,Lower Indus,Mohenjo-daro,SEAL:S,Y,NR,+169+,169,1,SIGN,SIGN,,,,N
2844.7,M-326,Lower Indus,Mohenjo-daro,SEAL:S,Y,NR,+511+,511,1,SIGN,SIGN,,,,N
2845.1,M-327,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-519-002-861+,861-002-519-740,4,INITIAL_TITLE_OR_CLASSIFIER SIGN SLOT_FILLER TERMINAL_TITLE_OR_SUFFIX,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,861:INITIAL_TITLE_OR_CLASSIFIER@1-1; 740:TERMINAL_TITLE_OR_SUFFIX@4-4,,002|740:519@3,Y
2846.1,M-328,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+157-142+,142-157,2,SIGN SIGN,SIGN SIGN,,,,N
2847.1,M-329,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+002-861-698+,698-861-002,3,SIGN INITIAL_TITLE_OR_CLASSIFIER SLOT_FILLER,SIGN INITIAL_TITLE_OR_CLASSIFIER SIGN,861:INITIAL_TITLE_OR_CLASSIFIER@2-2,,861|<END>:002@3,Y
2848.1,M-330,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+002-861-698+,698-861-002,3,SIGN INITIAL_TITLE_OR_CLASSIFIER SLOT_FILLER,SIGN INITIAL_TITLE_OR_CLASSIFIER SIGN,861:INITIAL_TITLE_OR_CLASSIFIER@2-2,,861|<END>:002@3,Y
2848.2,M-330,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+156-176+,176-156,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,156:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
2849.1,M-331,Lower Indus,Mohenjo-daro,SEAL:S,Y,-,+004-492-015/600-251-073+,073-251-600-015-492-004,6,SIGN SIGN SIGN SIGN SIGN SIGN,SIGN SIGN SIGN SIGN SIGN SIGN,,,,N
2849.2,M-331,Lower Indus,Mohenjo-daro,SEAL:S,Y,-,+001-899+,899-001,2,SLOT_FILLER SIGN,SIGN SIGN,,,<START>|001:899@1,Y
2849.3,M-331,Lower Indus,Mohenjo-daro,SEAL:S,Y,-,+899-484-380-899+,899-380-484-899,4,SIGN SIGN SIGN SIGN,SIGN SIGN SIGN SIGN,,,,N
2849.4,M-331,Lower Indus,Mohenjo-daro,SEAL:S,Y,NR,+003+,003,1,LEADING_FORMULA_MARKER,LEADING_FORMULA_MARKER,003:LEADING_FORMULA_MARKER@1-1,,,Y
