"SignA","SignB","TotalA","TotalB","SharedFeatures","Cosine","ReviewPriority"
"016","900","49","112","8","0.365663","Low"
"007","790","6","55","3","0.365638","Low"
"137","906","16","16","2","0.365636","Low"
"384","592","33","11","4","0.365621","Low"
"165","260","31","8","2","0.365585","Low"
"391","415","10","176","4","0.365564","Low"
"798","942","151","10","2","0.365543","Low"
"035","520","37","321","3","0.365506","Low"
"156","416","107","57","7","0.365505","Low"
"017","072","82","15","6","0.365505","Low"
"243","480","12","42","2","0.365496","Low"
"151","416","94","57","5","0.365473","Low"
"352","455","5","46","2","0.365441","Low"
"049","236","6","26","2","0.365392","Low"
"540","773","22","9","2","0.365383","Low"
"171","575","29","81","2","0.365381","Low"
"371","388","11","59","3","0.365366","Low"
"510","717","13","55","3","0.365366","Low"
"033","415","523","176","14","0.36533","Low"
"501","603","31","7","2","0.365311","Low"
"790","900","55","112","10","0.365237","Low"
"235","317","250","13","3","0.365153","Low"
"006","776","7","11","3","0.365148","Low"
"626","791","8","6","3","0.365148","Low"
"704","717","5","55","3","0.365148","Low"
"072","374","15","16","2","0.365148","Low"
"160","702","5","10","2","0.365148","Low"
"200","406","5","13","2","0.365148","Low"
"242","406","6","13","2","0.365148","Low"
"362","626","5","8","2","0.365148","Low"
"374","821","16","14","2","0.365148","Low"
"406","747","13","7","2","0.365148","Low"
"603","776","7","11","2","0.365148","Low"
"791","871","6","5","2","0.365148","Low"
"388","698","59","10","2","0.365047","Low"
"034","160","184","5","2","0.365012","Low"
"370","705","10","219","4","0.364961","Low"
"190","710","11","5","3","0.3649","Low"
"242","792","6","13","2","0.3649","Low"
"556","924","11","10","2","0.3649","Low"
"792","851","13","7","2","0.3649","Low"
"231","510","95","13","3","0.364845","Low"
"110","142","6","81","2","0.364845","Low"
"354","484","15","14","3","0.364769","Low"
"840","921","132","16","5","0.364762","Low"
"706","791","102","6","4","0.364753","Low"
"101","235","8","250","5","0.364726","Low"
"824","880","32","11","2","0.364662","Low"
"005","705","49","219","6","0.364642","Low"
"136","821","13","14","3","0.364602","Low"
"637","790","5","55","2","0.364583","Low"
"035","156","37","107","3","0.364565","Low"
"142","323","81","7","2","0.364556","Low"
"111","125","15","59","8","0.364541","Low"
"049","706","6","102","4","0.364497","Low"
"093","137","7","16","3","0.364434","Low"
"236","808","26","8","2","0.364353","Low"
"142","927","81","11","6","0.36434","Low"
"315","900","11","112","5","0.364265","Low"
"003","103","259","5","4","0.364258","Low"
"137","595","16","49","3","0.364217","Low"
"176","777","217","7","2","0.364204","Low"
"101","806","8","135","4","0.364184","Low"
"158","165","39","31","6","0.364058","Low"
"243","920","12","153","4","0.364058","Low"
"036","575","8","81","3","0.364022","Low"
"190","243","11","12","2","0.364013","Low"
"221","892","6","90","4","0.364005","Low"
"156","690","107","119","6","0.363955","Low"
"215","906","11","16","2","0.36393","Low"
"221","484","6","14","3","0.363913","Low"
"484","702","14","10","3","0.363913","Low"
"066","824","18","32","2","0.363866","Low"
"091","388","28","59","4","0.363864","Low"
"055","072","62","15","6","0.363803","Low"
"063","565","13","15","4","0.363803","Low"
"137","554","16","15","2","0.363803","Low"
"139","426","5","7","2","0.363803","Low"
"067","220","8","477","3","0.363768","Low"
"150","350","7","48","4","0.363766","Low"
"250","575","9","81","4","0.363766","Low"
"220","390","477","290","31","0.363736","Low"
"160","175","5","27","2","0.363696","Low"
"243","518","12","7","2","0.363696","Low"
"564","921","6","16","2","0.363696","Low"
"003","236","259","26","11","0.363686","Low"
"440","760","58","134","8","0.36366","Low"
"808","930","8","8","2","0.363636","Low"
"820","900","244","112","13","0.363623","Low"
"055","905","62","13","4","0.363559","Low"
"034","850","184","57","5","0.363521","Low"
"347","590","10","228","2","0.363512","Low"
"103","151","5","94","3","0.363427","Low"
"032","794","588","13","5","0.363424","Low"
"104","388","26","59","5","0.363416","Low"
"222","335","17","43","5","0.363413","Low"
"221","460","6","39","4","0.363361","Low"
"176","518","217","7","3","0.363357","Low"
"017","353","82","10","2","0.363321","Low"
"132","255","5","136","2","0.363308","Low"
"415","745","176","36","6","0.363239","Low"
"243","354","12","15","3","0.363137","Low"
"391","531","10","5","3","0.363137","Low"
"374","790","16","55","2","0.363092","Low"
"323","824","7","32","2","0.362992","Low"
"151","776","94","11","3","0.36294","Low"
"072","384","15","33","5","0.362933","Low"
"035","406","37","13","4","0.362933","Low"
"175","850","27","57","5","0.362889","Low"
"346","798","6","151","2","0.362888","Low"
"176","360","217","12","3","0.362843","Low"
"515","877","18","22","2","0.362828","Low"
"405","817","118","221","5","0.362816","Low"
"501","832","31","45","2","0.362802","Low"
"036","236","8","26","3","0.362795","Low"
"160","236","5","26","2","0.362795","Low"
"463","742","28","57","7","0.362738","Low"
"554","820","15","244","5","0.362712","Low"
"482","575","41","81","5","0.36267","Low"
"130","702","16","10","4","0.362659","Low"
"130","159","16","6","2","0.362659","Low"
"018","233","7","192","2","0.362634","Low"
"015","906","8","16","2","0.36262","Low"
"511","590","12","228","6","0.362584","Low"
"111","861","15","272","4","0.362481","Low"
"005","871","49","5","3","0.362441","Low"
"142","692","81","77","5","0.362376","Low"
"017","176","82","217","14","0.36234","Low"
"176","703","217","12","3","0.362339","Low"
"226","370","41","10","3","0.362337","Low"
"406","480","13","42","2","0.362332","Low"
"374","455","16","46","4","0.362329","Low"
"554","690","15","119","2","0.362301","Low"
"130","892","16","90","5","0.362291","Low"
"016","484","49","14","4","0.362279","Low"
"220","773","477","9","5","0.362256","Low"
"111","190","15","11","5","0.362231","Low"
"017","354","82","15","3","0.36218","Low"
"233","285","192","5","2","0.362133","Low"
"374","630","16","40","2","0.362119","Low"
"215","794","11","13","2","0.362112","Low"
"255","384","136","33","7","0.362103","Low"
"176","832","217","45","11","0.362073","Low"
"491","531","18","5","2","0.361968","Low"
"255","480","136","42","2","0.361941","Low"
"033","850","523","57","11","0.361903","Low"
"323","906","7","16","2","0.361873","Low"
"142","384","81","33","7","0.361853","Low"
"031","151","258","94","14","0.361814","Low"
"231","741","95","225","19","0.361803","Low"
"255","605","136","15","3","0.361791","Low"
"093","832","7","45","4","0.361784","Low"
"013","824","50","32","2","0.361738","Low"
"812","923","9","45","2","0.361682","Low"
"326","850","7","57","3","0.361659","Low"
"374","792","16","13","2","0.361659","Low"
"139","220","5","477","5","0.361579","Low"
"035","407","37","143","2","0.361549","Low"
"625","706","11","102","2","0.361513","Low"
"033","510","523","13","2","0.361507","Low"
"101","406","8","13","2","0.361478","Low"
"125","554","59","15","4","0.361457","Low"
"035","139","37","5","3","0.361449","Low"
"130","632","16","32","3","0.361447","Low"
"015","679","8","19","2","0.361403","Low"
"104","892","26","90","3","0.361318","Low"
"003","350","259","48","9","0.361278","Low"
"740","776","1928","11","8","0.361258","Low"
"484","838","14","19","4","0.361251","Low"
"142","942","81","10","2","0.361178","Low"
"013","392","50","6","3","0.361158","Low"
"160","190","5","11","2","0.361158","Low"
"232","556","10","11","2","0.361158","Low"
"098","565","10","15","3","0.361152","Low"
"706","749","102","6","2","0.361144","Low"
"511","921","12","16","3","0.361111","Low"
"455","590","46","228","16","0.361083","Low"
"220","370","477","10","4","0.360953","Low"
"158","354","39","15","4","0.36089","Low"
"006","176","7","217","2","0.360873","Low"
"093","521","7","6","4","0.360844","Low"
"072","362","15","5","3","0.360844","Low"
"006","521","7","6","2","0.360844","Low"
"064","710","14","5","2","0.360844","Low"
"511","710","12","5","2","0.360844","Low"
"267","740","7","1928","5","0.360817","Low"
"097","745","20","36","2","0.360746","Low"
"384","626","33","8","2","0.360704","Low"
"032","426","588","7","2","0.360574","Low"
"365","820","18","244","3","0.360515","Low"
"140","350","110","48","5","0.360447","Low"
"142","905","81","13","3","0.360358","Low"
"034","484","184","14","3","0.360312","Low"
"063","621","13","22","5","0.360302","Low"
"315","511","11","12","3","0.360288","Low"
"035","717","37","55","6","0.360278","Low"
"440","463","58","28","6","0.360278","Low"
"001","617","213","77","12","0.360261","Low"
"034","824","184","32","4","0.360175","Low"
"705","717","219","55","13","0.360123","Low"
"706","840","102","132","13","0.360081","Low"
"250","921","9","16","2","0.360041","Low"
"354","368","15","120","4","0.360016","Low"
"103","104","5","26","3","0.36","Low"
"035","480","37","42","2","0.359964","Low"
"705","806","219","135","11","0.359963","Low"
"222","840","17","132","6","0.359938","Low"
"142","326","81","7","2","0.359821","Low"
"220","263","477","6","2","0.359811","Low"
"215","605","11","15","2","0.359753","Low"
"171","255","29","136","4","0.359716","Low"
"003","626","259","8","3","0.359705","Low"
"632","742","32","57","4","0.359701","Low"
"104","531","26","5","2","0.359701","Low"
"104","705","26","219","4","0.359697","Low"
"365","527","18","63","3","0.359647","Low"
"226","413","41","57","2","0.359645","Low"
"484","790","14","55","5","0.359623","Low"
"592","706","11","102","3","0.359577","Low"
"463","798","28","151","6","0.359406","Low"
"035","511","37","12","2","0.359398","Low"
"413","710","57","5","2","0.35939","Low"
"741","746","225","9","5","0.359385","Low"
"480","704","42","5","2","0.359303","Low"
"017","190","82","11","3","0.359272","Low"
"103","806","5","135","4","0.359267","Low"
"468","632","10","32","2","0.35924","Low"
"617","702","77","10","5","0.359238","Low"
"035","871","37","5","3","0.359211","Low"
"317","920","13","153","2","0.359195","Low"
"679","710","19","5","2","0.359191","Low"
"255","554","136","15","5","0.359158","Low"
"255","515","136","18","3","0.359158","Low"
"176","326","217","7","2","0.359121","Low"
"832","921","45","16","3","0.359108","Low"
"267","365","7","18","3","0.359092","Low"
"137","850","16","57","3","0.359086","Low"
"236","519","26","17","4","0.359037","Low"
"066","500","18","24","2","0.359035","Low"
"165","503","31","82","4","0.359029","Low"
"072","165","15","31","4","0.358979","Low"
"158","511","39","12","3","0.358932","Low"
"013","637","50","5","2","0.358921","Low"
"072","236","15","26","4","0.358883","Low"
"017","920","82","153","8","0.358876","Low"
"035","165","37","31","4","0.35884","Low"
"013","510","50","13","2","0.358775","Low"
"382","484","21","14","5","0.358748","Low"
"391","484","10","14","3","0.358748","Low"
"221","415","6","176","3","0.358711","Low"
"530","877","19","22","2","0.358629","Low"
"111","825","15","6","4","0.358569","Low"
"015","103","8","5","3","0.358569","Low"
"007","380","6","8","2","0.358569","Low"
"007","681","6","5","2","0.358569","Low"
"015","392","8","6","2","0.358569","Low"
"015","825","8","6","2","0.358569","Low"
"242","838","6","19","2","0.358569","Low"
"360","871","12","5","2","0.358569","Low"
"413","705","57","219","8","0.358566","Low"
"033","603","523","7","3","0.358519","Low"
"440","869","58","6","3","0.358464","Low"
"100","440","134","58","8","0.358459","Low"
"165","423","31","7","2","0.358426","Low"
"861","877","272","22","4","0.358419","Low"
"137","368","16","120","5","0.35832","Low"
"803","850","134","57","10","0.358314","Low"
"220","861","477","272","15","0.358237","Low"
"165","519","31","17","2","0.358236","Low"
"484","817","14","221","4","0.358222","Low"
"140","392","110","6","4","0.358219","Low"
"749","850","6","57","2","0.358189","Low"
"165","175","31","27","2","0.35818","Low"
"354","776","15","11","3","0.358057","Low"
"374","632","16","32","3","0.358057","Low"
"354","374","15","16","2","0.358057","Low"
"315","590","11","228","7","0.358036","Low"
"093","540","7","22","3","0.358001","Low"
"016","165","49","31","4","0.357996","Low"
"016","243","49","12","5","0.357987","Low"
"035","519","37","17","4","0.35797","Low"
"036","255","8","136","4","0.357943","Low"
"001","140","213","110","21","0.357853","Low"
"255","362","136","5","3","0.357836","Low"
"592","921","11","16","2","0.35783","Low"
"838","921","19","16","2","0.35783","Low"
"240","861","354","272","10","0.35781","Low"
"101","626","8","8","2","0.357771","Low"
"371","871","11","5","2","0.357771","Low"
"066","255","18","136","3","0.357745","Low"
"240","744","354","5","3","0.357567","Low"
"221","850","6","57","5","0.357528","Low"
"776","832","11","45","5","0.35746","Low"
"013","160","50","5","2","0.35746","Low"
"255","900","136","112","8","0.357442","Low"
"590","905","228","13","3","0.357384","Low"
"142","877","81","22","3","0.357348","Low"
"064","821","14","14","3","0.357217","Low"
"072","511","15","12","3","0.357217","Low"
"565","791","15","6","3","0.357217","Low"
"064","257","14","10","2","0.357217","Low"
"072","411","15","11","2","0.357217","Low"
"136","791","13","6","2","0.357217","Low"
"160","821","5","14","2","0.357217","Low"
"456","572","6","6","2","0.357217","Low"
"480","484","42","14","3","0.357216","Low"
"111","360","15","12","4","0.357143","Low"
"241","710","12","5","2","0.357143","Low"
"530","798","19","151","5","0.35714","Low"
"007","892","6","90","3","0.357137","Low"
"231","697","95","10","3","0.356978","Low"
"234","504","9","9","2","0.356966","Low"
"806","850","135","57","8","0.356962","Low"
"463","515","28","18","5","0.356887","Low"
"700","776","578","11","4","0.3568","Low"
"592","906","11","16","2","0.356753","Low"
"233","632","192","32","3","0.356694","Low"
"350","416","48","57","10","0.356652","Low"
"165","817","31","221","7","0.356611","Low"
"175","350","27","48","2","0.356593","Low"
"501","798","31","151","2","0.356537","Low"
"111","137","15","16","3","0.356512","Low"
"250","426","9","7","2","0.356512","Low"
"626","900","8","112","3","0.356375","Low"
"362","382","5","21","3","0.356348","Low"
"388","456","59","6","3","0.356348","Low"
"391","521","10","6","3","0.356348","Low"
"244","391","5","10","2","0.356348","Low"
"250","706","9","102","3","0.356286","Low"
"240","927","354","11","6","0.356272","Low"
"154","455","45","46","4","0.356263","Low"
"368","820","120","244","17","0.356252","Low"
"243","817","12","221","2","0.356216","Low"
"097","530","20","19","2","0.356198","Low"
"097","519","20","17","2","0.35618","Low"
"380","850","8","57","2","0.356106","Low"
"681","850","5","57","2","0.356106","Low"
"004","243","99","12","4","0.356065","Low"
"741","806","225","135","18","0.35599","Low"
"001","455","213","46","16","0.355941","Low"
"220","824","477","32","7","0.355884","Low"
"142","171","81","29","3","0.35588","Low"
"055","692","62","77","5","0.355836","Low"
"016","097","49","20","3","0.355792","Low"
"221","269","6","11","2","0.355756","Low"
"392","821","6","14","2","0.355756","Low"
"821","871","14","5","2","0.355756","Low"
"250","527","9","63","3","0.355734","Low"
"705","831","219","18","6","0.355572","Low"
"061","142","93","81","9","0.355559","Low"
"176","892","217","90","11","0.355553","Low"
"615","776","73","11","6","0.355529","Low"
"382","892","21","90","7","0.355454","Low"
"323","892","7","90","2","0.355454","Low"
"335","760","43","134","6","0.355422","Low"
"235","900","250","112","11","0.355386","Low"
"165","518","31","7","3","0.355371","Low"
"531","790","5","55","4","0.355355","Low"
"590","838","228","19","6","0.35532","Low"
"354","467","15","9","2","0.355292","Low"
"220","575","477","81","16","0.35527","Low"
"001","125","213","59","15","0.355251","Low"
"236","791","26","6","3","0.355202","Low"
"033","617","523","77","11","0.35517","Low"
"220","853","477","11","7","0.355152","Low"
"390","900","290","112","20","0.355151","Low"
"408","798","9","151","2","0.355141","Low"
"033","877","523","22","5","0.355118","Low"
"415","717","176","55","10","0.355099","Low"
"630","850","40","57","4","0.355087","Low"
"017","550","82","124","13","0.355084","Low"
"626","745","8","36","3","0.355023","Low"
"626","773","8","9","3","0.355023","Low"
"136","776","13","11","2","0.355023","Low"
"269","406","11","13","2","0.355023","Low"
"515","838","18","19","2","0.354965","Low"
"226","821","41","14","2","0.354943","Low"
"510","838","13","19","2","0.354898","Low"
"031","090","258","195","12","0.354885","Low"
"222","406","17","13","2","0.35486","Low"
"035","400","37","502","3","0.354859","Low"
"440","521","58","6","3","0.354787","Low"
"531","703","5","12","2","0.354787","Low"
"100","575","134","81","7","0.354773","Low"
"501","877","31","22","2","0.354738","Low"
"391","565","10","15","2","0.354604","Low"
"590","861","228","272","17","0.354589","Low"
"350","382","48","21","7","0.354569","Low"
"018","255","7","136","2","0.354522","Low"
"033","484","523","14","6","0.354473","Low"
"455","921","46","16","5","0.354459","Low"
"531","844","5","14","4","0.354459","Low"
"160","455","5","46","2","0.354459","Low"
"350","838","48","19","5","0.354385","Low"
"233","510","192","13","4","0.354381","Low"
"013","892","50","90","5","0.354295","Low"
"354","690","15","119","3","0.354271","Low"
"317","817","13","221","3","0.354237","Low"
"575","832","81","45","5","0.354218","Low"
"511","745","12","36","2","0.354167","Low"
"406","773","13","9","2","0.354044","Low"
"013","484","50","14","4","0.354038","Low"
"426","556","7","11","2","0.354005","Low"
"315","706","11","102","4","0.354002","Low"
"061","794","93","13","3","0.353996","Low"
"093","595","7","49","3","0.353955","Low"
"034","061","184","93","3","0.353924","Low"
"013","061","50","93","5","0.353896","Low"
"219","923","7","45","2","0.353785","Low"
"204","740","8","1928","6","0.353745","Low"
"354","407","15","143","3","0.35372","Low"
"019","055","6","62","2","0.353698","Low"
"017","346","82","6","2","0.35367","Low"
"267","812","7","9","4","0.353553","Low"
"821","924","14","10","4","0.353553","Low"
"036","244","8","5","3","0.353553","Low"
"072","101","15","8","3","0.353553","Low"
"093","139","7","5","3","0.353553","Low"
"160","521","5","6","3","0.353553","Low"
"530","924","19","10","3","0.353553","Low"
"626","702","8","10","3","0.353553","Low"
"702","825","10","6","3","0.353553","Low"
"006","924","7","10","2","0.353553","Low"
"014","825","8","6","2","0.353553","Low"
"019","710","6","5","2","0.353553","Low"
"064","791","14","6","2","0.353553","Low"
"139","869","5","6","2","0.353553","Low"
"159","267","6","7","2","0.353553","Low"
"160","244","5","5","2","0.353553","Low"
"160","791","5","6","2","0.353553","Low"
"200","204","5","8","2","0.353553","Low"
"221","626","6","8","2","0.353553","Low"
"411","521","11","6","2","0.353553","Low"
"515","603","18","7","2","0.353553","Low"
"603","790","7","55","2","0.353553","Low"
"702","871","10","5","2","0.353553","Low"
"710","747","5","7","2","0.353553","Low"
"710","851","5","7","2","0.353553","Low"
"791","921","6","16","2","0.353553","Low"
"215","752","11","53","4","0.353522","Low"
"700","791","578","6","3","0.353516","Low"
"235","511","250","12","5","0.353492","Low"
"036","240","8","354","4","0.353476","Low"
"070","435","38","75","6","0.353463","Low"
"455","501","46","31","3","0.353428","Low"
"016","411","49","11","2","0.353412","Low"
"772","803","10","134","5","0.353335","Low"
"142","554","81","15","5","0.353324","Low"
"838","904","19","64","7","0.353272","Low"
"279","590","5","228","3","0.353257","Low"
"098","930","10","8","2","0.353161","Low"
"415","518","176","7","3","0.353074","Low"
"201","415","5","176","2","0.353074","Low"
"346","415","6","176","2","0.353074","Low"
"142","603","81","7","3","0.353032","Low"
"511","692","12","77","3","0.35296","Low"
"176","861","217","272","11","0.352951","Low"
"510","630","13","40","3","0.352943","Low"
"142","575","81","81","6","0.352838","Low"
"100","626","134","8","3","0.352807","Low"
"035","527","37","63","2","0.352807","Low"
"007","405","6","118","3","0.352789","Low"
"190","236","11","26","3","0.352762","Low"
"297","550","15","124","5","0.352758","Low"
"132","415","5","176","3","0.352754","Low"
"220","923","477","45","10","0.352736","Low"
"231","484","95","14","3","0.352732","Low"
"017","061","82","93","11","0.352622","Low"
"455","465","46","6","2","0.352611","Low"
"165","690","31","119","6","0.352534","Low"
"007","055","6","62","3","0.352512","Low"
"323","850","7","57","2","0.352454","Low"
"824","831","32","18","4","0.352442","Low"
"033","906","523","16","6","0.352412","Low"
"055","463","62","28","9","0.352396","Low"
"033","142","523","81","16","0.352342","Low"
"018","240","7","354","3","0.352335","Low"
"621","702","22","10","3","0.352332","Low"
"220","760","477","134","16","0.352329","Low"
"032","595","588","49","7","0.352251","Low"
"850","920","57","153","10","0.352176","Low"
"821","850","14","57","5","0.352141","Low"
"704","861","5","272","2","0.352092","Low"
"031","156","258","107","7","0.352049","Low"
"806","906","135","16","3","0.352023","Low"
"142","382","81","21","6","0.351986","Low"
"235","850","250","57","8","0.351963","Low"
"467","838","9","19","2","0.351866","Low"
"034","176","184","217","7","0.35185","Low"
"352","590","5","228","3","0.351804","Low"
"545","900","10","112","3","0.351776","Low"
"165","745","31","36","4","0.351726","Low"
"034","892","184","90","5","0.351695","Low"
"540","705","22","219","6","0.351643","Low"
"104","350","26","48","5","0.351605","Low"
"531","838","5","19","3","0.351605","Low"
"269","540","11","22","3","0.35159","Low"
"790","924","55","10","4","0.351562","Low"
"242","590","6","228","3","0.351557","Low"
"337","554","14","15","2","0.35151","Low"
"151","710","94","5","2","0.351415","Low"
"231","900","95","112","14","0.351392","Low"
"098","710","10","5","2","0.351391","Low"
"067","838","8","19","3","0.351382","Low"
"704","838","5","19","2","0.351382","Low"
"017","605","82","15","3","0.351372","Low"
"103","617","5","77","5","0.351237","Low"
"003","244","259","5","3","0.351225","Low"
"806","900","135","112","12","0.351224","Low"
"035","401","37","7","2","0.351161","Low"
"480","521","42","6","4","0.35113","Low"
"139","520","5","321","5","0.351091","Low"
"215","484","11","14","4","0.351073","Low"
"484","519","14","17","2","0.351073","Low"
"175","384","27","33","3","0.35104","Low"
"066","617","18","77","4","0.350977","Low"
"250","520","9","321","3","0.35096","Low"
"001","824","213","32","5","0.350955","Low"
"140","362","110","5","3","0.350935","Low"
"215","704","11","5","2","0.350931","Low"
"354","850","15","57","4","0.350903","Low"
"590","592","228","11","4","0.350897","Low"
"007","354","6","15","3","0.350823","Low"
"159","354","6","15","2","0.350823","Low"
"603","861","7","272","2","0.350804","Low"
"235","927","250","11","7","0.350798","Low"
"103","125","5","59","5","0.350747","Low"
"098","244","10","5","2","0.350667","Low"
"004","510","99","13","2","0.350632","Low"
"279","617","5","77","2","0.35062","Low"
"354","400","15","502","4","0.350619","Low"
"101","255","8","136","3","0.350607","Low"
"072","415","15","176","6","0.350588","Low"
"315","832","11","45","2","0.350585","Low"
"742","906","57","16","2","0.350584","Low"
"495","710","30","5","2","0.350457","Low"
"243","749","12","6","2","0.350438","Low"
"097","501","20","31","2","0.350331","Low"
"350","806","48","135","7","0.350328","Low"
"776","930","11","8","2","0.350325","Low"
"032","151","588","94","16","0.350253","Low"
"226","921","41","16","5","0.350186","Low"
"792","924","13","10","2","0.350175","Low"
"530","621","19","22","5","0.35015","Low"
"001","064","213","14","5","0.350117","Low"
"285","824","5","32","2","0.350076","Low"
"160","426","5","7","2","0.35007","Low"
"468","515","10","18","2","0.35007","Low"
"095","231","30","95","4","0.350051","Low"
"233","746","192","9","3","0.350026","Low"
"388","405","59","118","4","0.350022","Low"
"255","832","136","45","11","0.350018","Low"
"515","924","18","10","3","0.35","Low"
"219","626","7","8","2","0.35","Low"
"365","595","18","49","2","0.349983","Low"
"317","374","13","16","3","0.349948","Low"
"825","832","6","45","3","0.349948","Low"
"317","776","13","11","2","0.349948","Low"
"625","832","11","45","2","0.349948","Low"
"621","808","22","8","2","0.349933","Low"
"241","521","12","6","4","0.349927","Low"
"111","391","15","10","3","0.349927","Low"
"165","384","31","33","5","0.349909","Low"
"014","017","8","82","3","0.349859","Low"
"565","690","15","119","3","0.349818","Low"
"097","550","20","124","3","0.349791","Low"
"240","480","354","42","7","0.349788","Low"
"061","352","93","5","2","0.349754","Low"
"061","518","93","7","2","0.349754","Low"
"003","384","259","33","8","0.349749","Low"
"130","158","16","39","4","0.349702","Low"
"405","463","118","28","6","0.349655","Low"
"388","503","59","82","7","0.34964","Low"
"017","704","82","5","3","0.34961","Low"
"540","923","22","45","2","0.349583","Low"
"741","869","225","6","4","0.349542","Low"
"001","298","213","9","5","0.349492","Low"
"406","923","13","45","2","0.349453","Low"
"354","904","15","64","5","0.349382","Low"
"142","240","81","354","15","0.349365","Low"
"035","792","37","13","3","0.349363","Low"
"820","871","244","5","4","0.349344","Low"
"392","831","6","18","3","0.349334","Low"
"831","871","18","5","3","0.349334","Low"
"055","323","62","7","2","0.349291","Low"
"014","097","8","20","2","0.349227","Low"
"176","530","217","19","5","0.349194","Low"
"036","798","8","151","4","0.349189","Low"
"840","923","132","45","10","0.349176","Low"
"503","531","82","5","4","0.349172","Low"
"158","392","39","6","2","0.349151","Low"
"158","871","39","5","2","0.349151","Low"
"592","776","11","11","2","0.349149","Low"
"234","877","9","22","2","0.349131","Low"
"877","921","22","16","2","0.349131","Low"
"013","871","50","5","3","0.349119","Low"
"033","061","523","93","12","0.349011","Low"
"176","745","217","36","5","0.349005","Low"
"255","744","136","5","2","0.348967","Low"
"097","717","20","55","3","0.34895","Low"
"317","706","13","102","4","0.348941","Low"
"592","792","11","13","3","0.348911","Low"
"240","900","354","112","16","0.348851","Low"
"690","702","119","10","5","0.34885","Low"
"017","880","82","11","2","0.348776","Low"
"405","871","118","5","2","0.348759","Low"
"001","241","213","12","6","0.348748","Low"
"484","821","14","14","4","0.348743","Low"
"242","484","6","14","3","0.348743","Low"
"137","520","16","321","4","0.348718","Low"
"190","892","11","90","3","0.348706","Low"
"034","142","184","81","4","0.348664","Low"
"175","927","27","11","2","0.348608","Low"
"388","831","59","18","3","0.348548","Low"
"337","463","14","28","2","0.348471","Low"
"630","851","40","7","2","0.348437","Low"
"016","927","49","11","3","0.348429","Low"
"033","930","523","8","2","0.348389","Low"
"036","824","8","32","2","0.348375","Low"
"100","406","134","13","3","0.348372","Low"
"370","595","10","49","3","0.348337","Low"
"226","776","41","11","4","0.348318","Low"
"467","840","9","132","2","0.348313","Low"
"717","749","55","6","2","0.348286","Low"
"064","808","14","8","2","0.348155","Low"
"066","160","18","5","2","0.348155","Low"
"411","906","11","16","2","0.348155","Low"
"003","220","259","477","26","0.348104","Low"
"236","382","26","21","5","0.348083","Low"
"190","388","11","59","5","0.348082","Low"
"773","803","9","134","7","0.348076","Low"
"031","794","258","13","5","0.348064","Low"
"142","790","81","55","8","0.348043","Low"
"125","521","59","6","5","0.348029","Low"
"125","244","59","5","3","0.348029","Low"
"098","621","10","22","3","0.348009","Low"
"416","740","57","1928","14","0.347979","Low"
"137","527","16","63","3","0.347932","Low"
"240","603","354","7","2","0.347916","Low"
"352","824","5","32","2","0.347908","Low"
"130","297","16","15","6","0.347826","Low"
"190","297","11","15","3","0.347826","Low"
"752","821","53","14","4","0.347761","Low"
"101","140","8","110","4","0.347752","Low"
"142","347","81","10","2","0.347737","Low"
"031","776","258","11","6","0.347692","Low"
"139","527","5","63","3","0.347548","Low"
"171","240","29","354","4","0.347486","Low"
"360","621","12","22","3","0.347404","Low"
"055","703","62","12","3","0.347354","Low"
"013","097","50","20","3","0.34735","Low"
"176","335","217","43","8","0.347334","Low"
"137","176","16","217","3","0.347301","Low"
"142","838","81","19","6","0.3473","Low"
"066","240","18","354","5","0.347278","Low"
"621","840","22","132","5","0.347235","Low"
"015","232","8","10","3","0.347183","Low"
"232","250","10","9","2","0.347183","Low"
"710","820","5","244","4","0.34718","Low"
"033","176","523","217","15","0.347163","Low"
"236","353","26","10","3","0.347122","Low"
"741","808","225","8","5","0.347092","Low"
"232","405","10","118","3","0.347065","Low"
"405","511","118","12","3","0.347065","Low"
"455","595","46","49","4","0.34704","Low"
"032","368","588","120","20","0.347026","Low"
"032","156","588","107","7","0.347015","Low"
"320","374","20","16","3","0.346984","Low"
"590","798","228","151","18","0.346957","Low"
"072","900","15","112","7","0.346957","Low"
"034","906","184","16","2","0.346931","Low"
"634","794","5","13","2","0.346844","Low"
"681","705","5","219","2","0.346808","Low"
"706","798","102","151","13","0.346708","Low"
"531","710","5","5","3","0.346688","Low"
"139","531","5","5","2","0.346688","Low"
"346","531","6","5","2","0.346688","Low"
"515","632","18","32","2","0.346688","Low"
"055","063","62","13","5","0.346621","Low"
"742","924","57","10","5","0.346591","Low"
"408","521","9","6","2","0.346552","Low"
"468","851","10","7","2","0.346552","Low"
"335","362","43","5","3","0.346496","Low"
"072","906","15","16","4","0.346451","Low"
"821","930","14","8","2","0.346451","Low"
"220","920","477","153","18","0.346424","Low"
"742","776","57","11","5","0.34641","Low"
"103","804","5","8","3","0.34641","Low"
"267","804","7","8","2","0.34641","Low"
"374","392","16","6","2","0.34641","Low"
"374","825","16","6","2","0.34641","Low"
"501","592","31","11","2","0.346393","Low"
"007","220","6","477","3","0.346387","Low"
"511","806","12","135","4","0.346313","Low"
"003","892","259","90","8","0.34628","Low"
"255","706","136","102","13","0.34624","Low"
"679","840","19","132","4","0.346177","Low"
